Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,OvertimeRiskFlag,ExperienceRatio
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,17,3,4,2,23,0,3,2,2,2,2,235524,0,0.043478260869565216
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,11,3,2,1,13,4,3,9,4,7,0,128232,0,0.16666666666666666
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3,35304,0,0.08928571428571429
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8,106296,0,0.3888888888888889
55,No,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2,201072,0,0.16363636363636364
43,No,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0,129576,0,0.023255813953488372
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2,27876,1,0.1
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0,16992,0,0.047619047619047616
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7,55380,1,0.34782608695652173
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7,29532,1,0.19607843137254902
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9,104664,0,0.35714285714285715
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3,47460,0,0.19230769230769232
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2,119484,0,0.2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8,40512,0,0.24390243902439024
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9,105876,0,0.5
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1,123864,0,0.275
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2,55452,0,0.1111111111111111
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2,131712,0,0.05454545454545454
28,No,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7,43920,0,0.2857142857142857
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6,125784,0,0.45454545454545453
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2,85428,0,0.09090909090909091
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7,114984,1,0.22857142857142856
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8,54096,0,0.3939393939393939
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2,26484,0,0.14285714285714285
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4,93072,0,0.17647058823529413
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,14,3,3,3,8,5,3,1,0,0,0,80328,1,0.02702702702702703
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,15,3,2,1,7,3,4,7,7,5,6,44292,1,0.28
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,20,4,3,1,1,0,2,1,1,0,0,28524,0,0.038461538461538464
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,20,4,2,0,5,0,3,2,2,2,2,27756,1,0.06060606060606061
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,17,3,4,1,23,3,3,22,6,13,7,211980,0,0.5238095238095238
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,15,3,1,2,1,2,3,1,0,0,0,31152,0,0.03571428571428571
50,Yes,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,14,3,4,0,5,4,3,0,0,0,0,56736,1,0.0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,17,3,3,1,4,3,3,3,2,0,2,51624,0,0.09090909090909091
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,17,3,4,3,6,2,3,0,0,0,0,35748,0,0.0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,22,4,3,0,27,3,2,5,4,2,1,202620,0,0.10416666666666667
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,13,3,4,1,15,2,3,15,10,4,12,67116,0,0.3333333333333333
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,19,3,4,0,18,4,3,8,6,4,0,125340,0,0.15384615384615385
38,No,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,14,3,2,2,9,2,3,8,7,2,7,104880,1,0.21052631578947367
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,22,4,1,1,11,1,3,7,5,1,7,30168,0,0.2413793103448276
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,17,3,2,3,10,3,2,9,7,1,7,91860,0,0.32142857142857145
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,12,3,4,1,23,3,3,12,9,4,9,209580,0,0.2608695652173913
38,No,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,16,3,3,0,10,2,3,1,0,0,0,88212,0,0.02631578947368421
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,11,3,3,1,18,1,3,8,7,0,1,129840,0,0.18604651162790697
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,11,3,4,3,21,4,3,18,7,11,5,146028,0,0.46153846153846156
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,14,3,1,0,21,2,4,20,7,4,9,235512,0,0.5
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,11,3,3,0,2,6,4,2,2,2,2,24840,1,0.09523809523809523
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,15,3,3,0,9,2,2,5,4,0,3,81384,0,0.1282051282051282
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,20,4,1,0,18,0,3,11,9,0,9,93348,0,0.3055555555555556
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,12,3,1,1,3,4,3,2,2,2,2,33492,0,0.06451612903225806
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,17,3,1,0,6,2,1,5,3,0,4,38412,0,0.17857142857142858
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,11,3,4,1,5,3,3,5,2,0,2,59616,0,0.14285714285714285
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,17,3,2,1,22,3,3,9,8,2,3,157440,0,0.1836734693877551
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,11,3,4,0,5,3,2,3,2,0,2,48396,0,0.08823529411764706
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,14,3,4,2,8,2,2,7,5,1,1,39492,0,0.2413793103448276
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,19,3,1,0,16,3,3,1,0,0,0,51264,0,0.023809523809523808
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,15,3,3,1,10,2,2,10,7,1,2,60672,1,0.3448275862068966
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,13,3,4,1,7,2,4,7,6,5,0,34128,0,0.18421052631578946
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,14,3,4,1,3,2,3,3,1,0,2,32436,1,0.10714285714285714
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,12,3,4,0,0,0,3,0,0,0,0,22848,0,0.0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,17,3,1,0,6,3,3,5,2,0,3,98688,1,0.15151515151515152
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,11,3,1,1,6,4,3,1,0,0,0,57192,1,0.024390243902439025
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,12,3,3,1,2,5,2,2,2,2,2,31320,0,0.06451612903225806
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,13,3,3,2,9,2,3,6,2,1,3,68772,0,0.16216216216216217
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,13,3,3,1,4,0,3,4,2,2,2,30468,0,0.14814814814814814
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,20,4,1,0,6,3,2,6,5,1,3,68568,0,0.17647058823529413
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,17,3,2,0,6,2,1,5,4,1,4,51876,0,0.14285714285714285
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,13,3,1,1,11,3,1,11,8,3,10,88032,0,0.3793103448275862
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,17,3,3,0,20,3,2,18,7,2,13,161988,0,0.45
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,12,3,2,0,22,2,2,21,9,13,14,165096,1,0.5
42,No,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,13,3,4,0,9,3,4,6,4,1,5,61860,0,0.14285714285714285
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,12,3,2,1,10,2,3,8,0,1,7,27096,0,0.22857142857142856
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,22,4,4,0,6,2,3,4,3,1,2,43164,0,0.16666666666666666
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,11,3,4,0,1,4,2,1,1,0,0,30180,1,0.03571428571428571
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,22,4,2,1,8,2,3,8,7,0,7,53040,0,0.3076923076923077
30,No,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,18,3,1,1,10,3,3,10,3,1,4,78936,0,0.3333333333333333
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,13,3,4,1,16,3,1,1,1,0,0,53064,1,0.025
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,18,3,2,1,15,2,4,7,7,6,4,123288,0,0.2
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,20,4,3,0,14,3,3,13,9,4,9,64116,0,0.38235294117647056
35,No,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,13,3,2,1,2,2,4,2,2,2,2,28512,0,0.05714285714285714
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,13,3,2,0,7,2,2,4,3,1,3,64152,0,0.09302325581395349
32,No,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,12,3,3,3,1,3,3,1,0,0,0,33924,0,0.03125
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,13,3,4,1,28,2,3,5,2,4,2,239316,0,0.08928571428571429
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,13,3,1,1,10,5,3,10,8,0,8,37572,0,0.3448275862068966
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,25,4,3,0,1,4,3,1,1,0,0,30624,0,0.05263157894736842
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,19,3,3,1,7,2,2,3,2,0,2,53724,1,0.06666666666666667
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,13,3,2,1,14,2,2,14,8,3,11,77688,0,0.3783783783783784
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,12,3,1,0,2,2,2,2,2,1,2,36396,0,0.1
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,11,3,3,0,6,4,3,6,4,0,2,35232,1,0.13636363636363635
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,18,3,2,1,26,6,3,7,7,4,7,223272,0,0.1320754716981132
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,18,3,1,1,6,2,2,5,4,1,3,26016,1,0.1724137931034483
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,11,3,2,1,1,5,3,0,0,0,0,34236,1,0.0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,24097,8,23,4,1,0,28,2,3,26,15,15,9,204576,0,0.5652173913043478
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,13,3,4,0,6,3,3,0,0,0,0,27480,0,0.0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,13,3,4,1,5,2,3,5,4,1,4,43200,0,0.15151515151515152
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,17,3,1,1,5,2,1,1,0,0,0,25284,0,0.024390243902439025
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,19,3,3,3,8,3,3,4,3,0,3,49380,0,0.13333333333333333
40,No,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,12,3,4,3,5,2,3,0,0,0,0,51924,0,0.0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,9490,2,22,4,3,1,32,3,3,2,2,2,2,214272,0,0.04
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,12,3,3,3,6,2,3,6,5,3,3,38352,0,0.21428571428571427
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,11,3,1,1,25,2,3,4,2,0,3,228972,0,0.08695652173913043
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,15,3,4,3,15,2,3,7,7,1,7,107592,1,0.2
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,13,3,1,1,1,3,1,1,0,0,0,26520,0,0.041666666666666664
33,No,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,12,3,1,1,10,3,2,10,7,0,1,54468,0,0.30303030303030304
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,14,3,3,1,7,4,3,7,7,1,7,32892,0,0.19444444444444445
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,13,3,1,3,10,4,2,10,7,8,9,41892,0,0.3333333333333333
44,No,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,25,4,2,0,20,3,3,20,11,13,17,54492,0,0.45454545454545453
20,No,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,17,3,4,0,2,2,3,2,1,2,2,32136,0,0.1
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,11,3,3,1,12,3,2,6,3,1,4,88548,0,0.13043478260869565
42,No,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,16,3,1,1,10,3,4,4,3,0,3,75264,0,0.09523809523809523
60,No,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,18,3,2,1,12,3,3,11,7,1,9,62640,1,0.18333333333333332
32,No,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,20,4,3,1,2,2,3,2,2,2,2,32916,0,0.0625
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,14,3,4,0,10,2,3,8,7,0,7,59976,1,0.25
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,21,4,3,1,17,2,3,7,7,7,7,123024,1,0.19444444444444445
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,13,3,2,1,15,5,3,14,10,4,10,33372,0,0.42424242424242425
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,12,3,2,1,7,2,4,5,1,1,3,82224,0,0.125
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,14,3,2,0,5,4,3,4,3,1,1,59400,0,0.16
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,21,4,1,1,12,2,3,11,9,5,7,42948,1,0.36666666666666664
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,17,3,3,0,20,6,3,1,0,0,0,158292,1,0.023809523809523808
35,No,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,11,3,2,1,16,6,2,13,2,4,12,124524,1,0.37142857142857144
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,14,3,4,2,9,3,2,9,7,6,8,26820,1,0.3333333333333333
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,17,3,1,1,33,2,1,5,4,1,4,126024,0,0.09259259259259259
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,19982,1,13,3,4,1,10,5,3,10,5,7,7,24132,0,0.22727272727272727
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,25,4,2,0,1,2,4,1,1,0,0,22308,1,0.05263157894736842
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,15,3,1,3,3,5,3,3,2,1,2,45120,0,0.10344827586206896
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,23474,3,14,3,1,0,36,2,3,10,9,0,9,213348,0,0.18518518518518517
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,12,3,4,0,6,2,2,6,5,0,1,81996,1,0.1935483870967742
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,17198,1,19,3,2,0,10,2,3,10,9,1,8,81744,0,0.3225806451612903
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,17,3,4,0,13,2,3,6,1,0,5,62052,0,0.1016949152542373
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,18625,3,14,3,2,1,25,2,3,8,7,0,7,236880,0,0.18604651162790697
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,12124,2,13,3,3,1,23,2,4,1,0,0,0,224532,0,0.02040816326530612
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,12,3,3,0,12,2,2,11,10,0,7,44304,0,0.3055555555555556
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,11,3,3,0,7,4,2,1,0,0,0,30708,0,0.020833333333333332
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1,11,3,2,3,5,2,3,5,3,0,3,30204,0,0.18518518518518517
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,11,3,2,2,6,2,3,6,0,1,0,79476,1,0.20689655172413793
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,8733,6,12,3,3,0,25,3,4,1,0,0,0,219180,0,0.020833333333333332
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3423,3,14,3,2,2,9,2,2,7,7,1,7,193488,0,0.2413793103448276
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,21643,0,17,3,4,0,2,5,2,1,0,0,0,31020,0,0.029411764705882353
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,8751,7,11,3,3,1,26,5,3,22,9,3,10,218556,0,0.5
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,14,3,4,2,10,3,3,9,8,0,8,100560,1,0.2727272727272727
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,21221,1,12,3,4,0,1,2,3,1,0,0,1,35928,1,0.05263157894736842
